order_id,customer_id,restaurant_id,order_timestamp,order_amount,discount_amount,delivery_fee,payment_mode,order_status
O006211,C00709,R0147,3/24/2026,1187.21,118.72,50,UPI,Cancelled
O006212,C02192,R0072,1/29/2024,923.26,92.33,47,UPI,Refunded
O006213,C02487,R0087,4/26/2025,1526.9,152.69,48,UPI,Delivered
O006214,C01270,R0022,4/1/2025,1363.51,136.35,22,UPI,Cancelled
O006215,C02010,R0172,7/12/2024,1512.27,0,56,UPI,Delivered
O006216,C02279,R0127,4/20/2025,1524.1,0,40,UPI,Delivered
O006217,C04800,R0169,3/18/2026,1197.67,119.77,36,Cash,Cancelled
O006218,C03786,R0192,5/14/2024,910.61,0,48,UPI,Delivered
O006219,C04848,R0009,8/18/2024,521.24,52.12,25,Wallet,Delivered
O006220,C02933,R0151,6/1/2025,1229.27,122.93,50,UPI,Delivered
O006221,C00196,R0088,7/28/2025,525.37,52.54,38,UPI,Refunded
O006222,C02426,R0078,1/17/2026,1476.26,0,43,UPI,Delivered
O006223,C02357,R0010,6/1/2024,1488.46,0,35,UPI,Delivered
O006224,C01074,R0048,3/24/2024,673.46,0,33,Card,Delivered
O006225,C00754,R0143,12/29/2024,1506.56,0,27,UPI,Cancelled
O006226,C04810,R0074,3/26/2024,670.38,67.04,33,UPI,Cancelled
O006227,C00485,R0150,11/20/2025,780.14,0,23,Wallet,Cancelled
O006228,C03762,R0019,3/26/2026,993.87,0,40,UPI,Refunded
O006229,C02084,R0195,5/26/2024,1222.68,122.27,25,UPI,Delivered
O006230,C04939,R0015,9/10/2024,1293.39,0,23,Card,Cancelled
O006231,C02718,R0100,8/6/2025,854.26,85.43,55,Wallet,Cancelled
O006232,C02584,R0104,1/7/2024,1523.85,0,32,UPI,Cancelled
O006233,C02944,R0006,9/22/2025,1227.12,122.71,53,Card,Cancelled
O006234,C00022,R0127,1/14/2026,1020.49,0,26,UPI,Delivered
O006235,C00697,R0144,10/28/2024,1170.82,0,29,Card,Delivered
O006236,C02320,R0077,4/9/2026,1183.72,118.37,30,Cash,Delivered
O006237,C03801,R0027,11/6/2025,950.17,0,38,Card,Delivered
O006238,C04000,R0003,6/30/2025,1266.15,0,46,Wallet,Delivered
O006239,C02091,R0182,12/1/2024,1456.73,0,27,UPI,Delivered
O006240,C04813,R0068,2/27/2025,1495.86,149.59,20,Wallet,Cancelled
O006241,C03032,R0169,4/27/2024,267.98,0,28,UPI,Delivered
O006242,C00392,R0135,10/13/2025,874.74,87.47,25,Card,Refunded
O006243,C03173,R0138,6/3/2024,740.46,0,49,UPI,Cancelled
O006244,C04275,R0120,4/2/2026,1213.38,0,26,Cash,Cancelled
O006245,C02478,R0134,10/20/2024,813.6,0,22,Card,Delivered
O006246,C01481,R0117,4/24/2024,358.49,0,26,UPI,Delivered
O006247,C00780,R0176,10/16/2025,1365.18,0,56,UPI,Delivered
O006248,C00577,R0112,10/11/2024,818.47,81.85,30,Wallet,Refunded
O006249,C02980,R0157,3/14/2026,671.84,0,52,UPI,Delivered
O006250,C01868,R0122,3/14/2025,320.2,0,39,UPI,Delivered
O006251,C00513,R0156,2/8/2025,896.32,0,42,UPI,Refunded
O006252,C04470,R0003,4/13/2025,703.39,0,50,Cash,Delivered
O006253,C02291,R0165,10/26/2024,1579.45,0,32,Cash,Delivered
O006254,C04138,R0161,1/28/2026,852.23,85.22,31,UPI,Cancelled
O006255,C04841,R0106,4/10/2025,800.35,80.04,47,UPI,Delivered
O006256,C01875,R0105,12/1/2024,1276.09,0,28,Wallet,Delivered
O006257,C04854,R0017,8/17/2025,1324.13,0,25,UPI,Refunded
O006258,C00934,R0116,7/11/2025,472.04,0,57,Cash,Delivered
O006259,C04765,R0039,2/27/2025,1281.69,0,21,UPI,Cancelled
O006260,C00407,R0117,10/3/2025,1092.02,0,43,UPI,Delivered
O006261,C04338,R0019,2/5/2025,475.01,47.5,60,Wallet,Refunded
O006262,C02424,R0132,11/11/2025,817.01,81.7,28,Card,Refunded
O006263,C04727,R0129,1/22/2025,441.15,0,32,UPI,Delivered
O006264,C00219,R0120,8/1/2024,914.27,0,34,UPI,Delivered
O006265,C03715,R0197,1/2/2026,332.89,33.29,54,Cash,Delivered
O006266,C01011,R0159,1/5/2025,900.55,90.06,28,Cash,Delivered
O006267,C02483,R0055,7/29/2024,495.45,49.55,31,UPI,Cancelled
O006268,C04667,R0130,1/27/2026,617.59,61.76,38,UPI,Delivered
O006269,C01886,R0144,9/13/2025,1149.57,114.96,56,Card,Refunded
O006270,C02048,R0153,6/8/2025,1495.08,0,58,Wallet,Delivered
O006271,C03801,R0099,1/27/2024,739.22,0,35,Wallet,Delivered
O006272,C02662,R0043,10/6/2024,351.6,35.16,45,Cash,Delivered
O006273,C02275,R0154,2/6/2024,816.42,81.64,45,UPI,Delivered
O006274,C03727,R0063,6/3/2025,611.43,0,36,UPI,Cancelled
O006275,C01308,R0104,11/9/2024,888.47,0,21,Card,Delivered
O006276,C03856,R0051,10/6/2024,1443.64,0,38,Wallet,Delivered
O006277,C04843,R0188,12/20/2024,1378.7,0,20,UPI,Delivered
O006278,C02266,R0028,1/3/2026,785.41,0,34,Cash,Delivered
O006279,C03270,R0172,12/28/2024,943.13,94.31,43,Card,Cancelled
O006280,C00020,R0044,12/26/2024,1008.57,0,29,Card,Delivered
O006281,C01729,R0008,3/25/2026,876.35,0,48,UPI,Delivered
O006282,C03667,R0197,1/10/2026,491.82,0,50,Wallet,Delivered
O006283,C03843,R0105,7/11/2024,1119.88,0,57,Cash,Cancelled
O006284,C00381,R0056,11/14/2024,414.75,41.48,52,Cash,Delivered
O006285,C02848,R0136,8/11/2024,949.08,0,38,Cash,Delivered
O006286,C00955,R0082,10/14/2025,677.72,0,55,UPI,Delivered
O006287,C03079,R0102,9/10/2025,766.43,76.64,26,UPI,Delivered
O006288,C03446,R0070,12/23/2025,623.16,62.32,59,UPI,Delivered
O006289,C01119,R0072,1/18/2025,980.22,98.02,32,UPI,Cancelled
O006290,C00140,R0174,10/6/2025,898.93,89.89,47,Cash,Refunded
O006291,C00972,R0073,12/18/2025,563.34,0,46,UPI,Delivered
O006292,C01943,R0035,4/16/2024,1187.12,118.71,51,UPI,Refunded
O006293,C00904,R0127,3/24/2024,1446.64,0,47,UPI,Delivered
O006294,C02423,R0135,3/31/2026,247.5,0,24,UPI,Delivered
O006295,C00895,R0154,5/9/2025,1442.79,0,54,Cash,Refunded
O006296,C03974,R0109,10/9/2024,317.27,0,42,UPI,Refunded
O006297,C03648,R0077,4/20/2026,703.43,0,57,UPI,Refunded
O006298,C00032,R0101,7/4/2024,657.49,0,32,UPI,Delivered
O006299,C03029,R0084,1/15/2024,925,92.5,38,Card,Cancelled
O006300,C04674,R0142,9/7/2025,1028.55,0,37,UPI,Refunded
O006301,C02531,R0137,3/27/2025,1430.13,0,29,UPI,Delivered
O006302,C02358,R0036,11/4/2025,884.23,0,35,UPI,Cancelled
O006303,C04846,R0029,11/10/2024,311.57,31.16,50,UPI,Delivered
O006304,C00053,R0024,12/14/2024,1145.6,0,60,Card,Delivered
O006305,C04327,R0053,8/10/2024,706.42,0,50,UPI,Delivered
O006306,C02185,R0040,11/24/2024,1133.59,0,57,UPI,Refunded
O006307,C04200,R0138,9/12/2024,614.27,0,34,Cash,Delivered
O006308,C04030,R0190,10/28/2024,1036.32,0,40,UPI,Delivered
O006309,C00651,R0113,4/10/2024,1519.27,0,55,Wallet,Refunded
O006310,C04775,R0173,9/6/2025,838.09,0,29,UPI,Delivered
O006311,C01612,R0115,11/21/2024,1037.57,103.76,24,UPI,Delivered
O006312,C04273,R0075,8/28/2024,1502.35,0,48,UPI,Cancelled
O006313,C00610,R0034,8/3/2024,1118.19,0,49,UPI,Refunded
O006314,C01944,R0089,4/10/2026,1100.26,110.03,45,UPI,Refunded
O006315,C01007,R0030,9/5/2024,1234.37,123.44,33,UPI,Refunded
O006316,C02644,R0071,8/17/2025,276.86,27.69,45,Cash,Delivered
O006317,C00519,R0189,4/16/2025,511.29,0,42,UPI,Delivered
O006318,C04900,R0153,6/15/2024,871.81,87.18,31,Cash,Delivered
O006319,C03295,R0092,7/7/2024,952.47,0,21,Card,Delivered
O006320,C03703,R0139,4/22/2025,1274.13,127.41,52,Wallet,Cancelled
O006321,C00903,R0174,2/11/2026,266.43,0,36,UPI,Cancelled
O006322,C02323,R0046,8/31/2025,1516.74,0,46,UPI,Cancelled
O006323,C00944,R0193,4/24/2026,1360.71,136.07,32,UPI,Refunded
O006324,C02271,R0051,7/26/2025,791.29,0,45,Wallet,Refunded
O006325,C00504,R0111,11/12/2024,797.06,0,49,UPI,Delivered
O006326,C01407,R0127,2/27/2026,1088.96,0,48,Cash,Cancelled
O006327,C02091,R0035,12/20/2025,923.2,0,38,UPI,Refunded
O006328,C03460,R0069,6/1/2024,948.51,0,48,UPI,Refunded
O006329,C02907,R0055,8/12/2024,636.93,0,48,Card,Delivered
O006330,C02857,R0096,1/30/2025,1366.84,0,21,Cash,Delivered
O006331,C03961,R0022,1/6/2026,1261.54,126.15,52,UPI,Delivered
O006332,C01688,R0097,1/10/2026,560.08,56.01,43,Cash,Refunded
O006333,C00616,R0091,10/17/2024,1304.38,130.44,38,Card,Delivered
O006334,C01742,R0196,6/20/2024,412.54,41.25,37,UPI,Delivered
O006335,C03462,R0035,5/5/2025,815.73,81.57,22,UPI,Delivered
O006336,C02889,R0070,4/2/2024,1264.65,126.47,58,UPI,Delivered
O006337,C00568,R0066,5/31/2025,247.1,24.71,48,Cash,Delivered
O006338,C00741,R0003,8/14/2025,986.9,98.69,35,UPI,Cancelled
O006339,C04038,R0035,8/15/2025,1155.88,0,43,Card,Delivered
O006340,C01808,R0004,10/19/2024,1344.87,0,57,Wallet,Delivered
O006341,C03029,R0065,6/18/2024,949.47,94.95,56,Card,Delivered
O006342,C00798,R0069,5/2/2025,750.94,0,27,Card,Delivered
O006343,C04406,R0180,6/29/2025,375.54,37.55,36,Cash,Delivered
O006344,C02283,R0198,1/24/2024,562.9,56.29,59,Cash,Refunded
O006345,C02884,R0037,2/6/2024,1432.2,0,36,Wallet,Delivered
O006346,C02291,R0048,6/8/2025,224.66,22.47,33,UPI,Cancelled
O006347,C02320,R0169,12/1/2025,1255.3,125.53,55,UPI,Delivered
O006348,C00621,R0035,5/17/2025,1296.1,129.61,32,Wallet,Cancelled
O006349,C02819,R0130,6/2/2025,1542.06,154.21,23,UPI,Refunded
O006350,C04111,R0019,1/21/2025,1000.01,0,23,Card,Refunded
O006351,C04906,R0143,12/29/2025,869.12,86.91,52,Wallet,Cancelled
O006352,C02844,R0093,8/16/2025,1342.52,0,49,UPI,Cancelled
O006353,C02268,R0142,4/30/2026,566.29,0,45,UPI,Delivered
O006354,C00942,R0107,11/5/2024,1010.93,101.09,37,Wallet,Delivered
O006355,C00443,R0081,4/17/2025,1026.67,102.67,23,Cash,Refunded
O006356,C02049,R0068,3/18/2026,682.83,0,42,Card,Delivered
O006357,C02999,R0036,9/20/2025,1139.63,0,53,UPI,Cancelled
O006358,C04839,R0182,10/28/2024,340.73,34.07,49,UPI,Cancelled
O006359,C00471,R0044,1/7/2024,1208.39,0,28,Card,Delivered
O006360,C01601,R0191,11/6/2025,611.72,0,51,UPI,Delivered
O006361,C02856,R0080,8/12/2024,990.44,0,39,Cash,Delivered
O006362,C03838,R0021,12/13/2025,494.6,0,43,UPI,Refunded
O006363,C04439,R0013,9/23/2025,711.87,71.19,57,UPI,Refunded
O006364,C03689,R0069,9/30/2024,936.84,93.68,22,UPI,Refunded
O006365,C03145,R0107,9/20/2024,1008.94,0,35,Wallet,Delivered
O006366,C04613,R0080,12/24/2025,809.32,80.93,48,UPI,Cancelled
O006367,C03849,R0001,2/12/2025,1229.69,122.97,36,Cash,Delivered
O006368,C02551,R0159,12/3/2025,678.13,67.81,50,UPI,Cancelled
O006369,C04905,R0127,2/26/2026,1539.78,153.98,48,UPI,Delivered
O006370,C02638,R0127,4/8/2025,336.36,0,54,Cash,Delivered
O006371,C04458,R0119,2/8/2024,1263.31,0,24,UPI,Cancelled
O006372,C00842,R0184,8/31/2025,821.3,0,44,UPI,Cancelled
O006373,C03045,R0079,10/26/2025,849.34,0,52,Cash,Refunded
O006374,C00273,R0018,12/24/2025,480.72,48.07,54,UPI,Delivered
O006375,C00839,R0008,4/6/2026,390.95,39.09,26,UPI,Delivered
O006376,C02037,R0027,3/13/2024,1323.18,0,38,Cash,Delivered
O006377,C04107,R0010,7/15/2025,419.77,0,60,Cash,Refunded
O006378,C02972,R0028,1/18/2026,1299.42,0,33,Cash,Delivered
O006379,C02106,R0162,4/28/2025,537.28,0,50,Wallet,Delivered
O006380,C01809,R0042,11/18/2024,1080.38,0,52,UPI,Delivered
O006381,C03627,R0041,12/25/2024,695.39,69.54,22,UPI,Delivered
O006382,C04501,R0035,9/10/2024,1437.03,0,44,Wallet,Refunded
O006383,C02568,R0147,2/4/2025,285.73,28.57,29,UPI,Refunded
O006384,C00485,R0054,4/1/2025,1226.93,0,45,Cash,Cancelled
O006385,C04894,R0189,10/26/2025,393.27,0,23,UPI,Cancelled
O006386,C02742,R0173,3/2/2025,621.32,62.13,60,UPI,Refunded
O006387,C01691,R0037,5/10/2025,781.88,0,33,UPI,Delivered
O006388,C04179,R0192,1/26/2025,727.46,72.75,36,Cash,Delivered
O006389,C04904,R0157,7/20/2024,1247.92,124.79,53,UPI,Delivered
O006390,C02773,R0108,2/10/2026,612.75,0,31,Cash,Refunded
O006391,C03288,R0010,11/8/2025,947.6,94.76,52,Wallet,Delivered
O006392,C00830,R0164,8/17/2025,1245.19,124.52,34,Wallet,Delivered
O006393,C02935,R0066,4/30/2026,588.19,0,20,UPI,Delivered
O006394,C01821,R0034,9/9/2025,415.22,41.52,20,Card,Cancelled
O006395,C02290,R0175,12/5/2025,959.8,95.98,39,Wallet,Delivered
O006396,C02303,R0183,9/23/2025,1210.43,121.04,38,UPI,Refunded
O006397,C02788,R0141,3/14/2025,1437.48,0,29,Cash,Delivered
O006398,C00723,R0059,12/10/2024,926.51,92.65,46,UPI,Delivered
O006399,C03573,R0074,2/27/2025,1533.86,0,23,UPI,Cancelled
O006400,C01962,R0046,12/22/2025,349.67,34.97,57,UPI,Delivered
O006401,C04528,R0133,3/24/2026,844.42,84.44,41,UPI,Delivered
O006402,C03882,R0102,5/4/2024,918.92,0,37,Card,Refunded
O006403,C02075,R0124,3/12/2025,1369.52,0,29,Wallet,Delivered
O006404,C02717,R0125,9/19/2024,1194.83,0,55,UPI,Cancelled
O006405,C00006,R0100,6/26/2024,1172.63,0,35,UPI,Refunded
O006406,C00207,R0182,10/2/2025,719.05,71.91,47,UPI,Delivered
O006407,C02170,R0043,3/9/2024,1447.92,0,22,Card,Delivered
O006408,C04975,R0106,4/23/2024,521.88,52.19,46,Cash,Delivered
O006409,C03838,R0130,8/15/2024,604.63,60.46,27,UPI,Delivered
O006410,C02394,R0195,1/30/2026,1181.09,0,58,Cash,Delivered
O006411,C01735,R0108,5/29/2024,400.28,0,24,Wallet,Delivered
O006412,C01494,R0174,4/12/2025,320.76,0,37,Wallet,Refunded
O006413,C00622,R0096,6/29/2025,1375.28,137.53,28,UPI,Refunded
O006414,C01425,R0176,3/4/2026,1091.57,0,22,UPI,Delivered
O006415,C02441,R0144,10/25/2024,1275.54,0,39,Card,Cancelled
O006416,C04419,R0052,2/15/2025,1359.96,0,34,UPI,Delivered
O006417,C03579,R0097,3/18/2026,1376.31,0,50,Wallet,Delivered
O006418,C01731,R0148,6/26/2025,706.43,0,55,Cash,Refunded
O006419,C01434,R0128,1/10/2025,1156.73,115.67,41,UPI,Cancelled
O006420,C01477,R0032,10/4/2024,1204.79,120.48,39,Cash,Refunded
O006421,C00393,R0081,10/31/2025,1232.73,123.27,49,Card,Delivered
O006422,C03036,R0063,11/18/2025,830.08,83.01,57,UPI,Delivered
O006423,C03018,R0147,4/1/2024,1365.97,0,34,Wallet,Cancelled
O006424,C01139,R0103,1/27/2025,1386.3,0,38,Cash,Cancelled
O006425,C03569,R0166,3/21/2026,831.36,0,42,Card,Delivered
O006426,C04778,R0166,1/6/2026,263.93,0,60,Cash,Delivered
O006427,C00047,R0034,3/29/2025,1016.15,101.62,49,Wallet,Delivered
O006428,C00966,R0015,2/2/2026,1283.59,128.36,38,Wallet,Refunded
O006429,C00485,R0144,12/1/2025,1506.71,150.67,56,Card,Delivered
O006430,C00160,R0158,5/21/2025,1233.75,123.38,34,UPI,Delivered
O006431,C00364,R0039,2/23/2026,1483.44,0,21,UPI,Refunded
O006432,C02694,R0126,6/11/2025,670.11,67.01,20,UPI,Delivered
O006433,C03502,R0186,3/28/2025,1426.21,0,43,UPI,Delivered
O006434,C00379,R0116,3/20/2026,819.04,81.9,27,Wallet,Refunded
O006435,C03449,R0164,10/22/2024,687.21,68.72,20,UPI,Refunded
O006436,C04663,R0046,11/19/2024,1378.6,0,60,Cash,Delivered
O006437,C02450,R0155,4/28/2026,249.95,0,39,UPI,Delivered
O006438,C00322,R0137,2/2/2025,778.05,0,20,Wallet,Delivered
O006439,C00114,R0136,4/7/2024,1102.56,110.26,49,Cash,Delivered
O006440,C04730,R0135,9/20/2024,245.62,0,33,UPI,Refunded
O006441,C00551,R0087,2/19/2025,1003.54,0,48,Wallet,Delivered
O006442,C02319,R0189,9/23/2024,720.98,72.1,22,UPI,Refunded
O006443,C02059,R0134,8/6/2024,481.86,0,59,Wallet,Delivered
O006444,C00823,R0156,2/2/2025,742.23,74.22,50,Cash,Delivered
O006445,C02821,R0017,12/31/2025,1279.9,0,28,UPI,Cancelled
O006446,C04478,R0098,6/2/2025,1349.07,0,23,Card,Cancelled
O006447,C02052,R0187,12/25/2025,1125.86,0,31,UPI,Delivered
O006448,C03198,R0029,7/28/2025,424.31,0,53,UPI,Refunded
O006449,C01635,R0057,12/21/2024,870.86,0,28,Cash,Refunded
O006450,C04801,R0147,7/3/2024,304.91,0,23,Card,Cancelled
O006451,C03841,R0108,5/7/2024,649.36,64.94,39,UPI,Delivered
O006452,C00711,R0038,10/1/2025,716.14,0,52,Cash,Delivered
O006453,C00875,R0194,6/22/2024,949.03,94.9,57,Card,Delivered
O006454,C01466,R0069,5/24/2025,1006.5,100.65,57,UPI,Delivered
O006455,C01343,R0040,11/19/2024,1214,0,57,UPI,Refunded
O006456,C00799,R0179,4/23/2026,712.19,0,24,UPI,Refunded
O006457,C03864,R0084,9/10/2025,1041.84,0,34,UPI,Delivered
O006458,C03932,R0064,10/19/2024,1377.47,137.75,59,Card,Refunded
O006459,C04924,R0107,2/16/2026,1021.31,0,60,UPI,Delivered
O006460,C00496,R0122,2/2/2024,1288.27,128.83,41,Wallet,Delivered
O006461,C02839,R0010,12/1/2025,483.41,0,59,Wallet,Cancelled
O006462,C03000,R0063,6/14/2024,293.03,0,25,UPI,Delivered
O006463,C02015,R0053,12/2/2025,899.64,89.96,52,Card,Refunded
O006464,C04768,R0120,3/16/2025,304.77,30.48,41,UPI,Delivered
O006465,C01500,R0035,2/25/2026,903.97,0,35,Card,Delivered
O006466,C02768,R0173,1/28/2024,697.25,0,24,UPI,Delivered
O006467,C02296,R0163,3/18/2026,264.65,0,43,Wallet,Cancelled
O006468,C01569,R0175,9/21/2025,1387.58,0,51,Cash,Refunded
O006469,C03346,R0112,4/5/2024,1375.26,137.53,56,Cash,Delivered
O006470,C03354,R0045,5/19/2025,468.71,0,29,Wallet,Cancelled
O006471,C04591,R0044,1/15/2025,1269.61,0,31,UPI,Delivered
O006472,C01749,R0139,1/17/2024,402.91,0,26,Card,Delivered
O006473,C02999,R0184,1/8/2025,307.76,0,55,Card,Delivered
O006474,C03688,R0101,3/15/2026,1230.87,123.09,53,Wallet,Delivered
O006475,C04091,R0024,9/30/2025,1346.92,134.69,20,Wallet,Refunded
O006476,C03984,R0193,10/12/2024,261.17,26.12,34,Cash,Cancelled
O006477,C04199,R0130,9/26/2025,973.45,97.35,56,UPI,Cancelled
O006478,C03910,R0146,12/13/2025,1084.07,108.41,60,UPI,Delivered
O006479,C00138,R0045,4/2/2025,709.76,0,37,Cash,Refunded
O006480,C03846,R0049,1/14/2025,279.17,0,41,Cash,Delivered
O006481,C00513,R0060,4/27/2025,251.7,25.17,53,Wallet,Cancelled
O006482,C00765,R0103,4/26/2024,285.87,0,46,UPI,Refunded
O006483,C01536,R0102,4/14/2025,470.44,0,52,Cash,Delivered
O006484,C03012,R0160,1/2/2025,1077.28,107.73,32,UPI,Refunded
O006485,C00638,R0194,1/15/2026,1320.49,132.05,21,UPI,Cancelled
O006486,C00228,R0123,4/5/2026,1432.21,143.22,54,Wallet,Delivered
O006487,C00765,R0177,9/9/2025,1504.78,150.48,32,Cash,Delivered
O006488,C03993,R0133,9/21/2025,794.36,79.44,52,UPI,Delivered
O006489,C01399,R0120,1/13/2025,1123.37,112.34,36,Cash,Cancelled
O006490,C02928,R0167,7/12/2025,928.21,92.82,42,UPI,Refunded
O006491,C04454,R0052,2/14/2026,258.31,0,35,UPI,Cancelled
O006492,C04084,R0058,2/21/2024,788.59,0,32,Cash,Delivered
O006493,C01565,R0094,2/22/2025,491.26,0,32,UPI,Delivered
O006494,C03196,R0115,10/2/2024,1106.47,110.65,51,UPI,Delivered
O006495,C03921,R0059,2/10/2025,840.91,84.09,52,UPI,Refunded
O006496,C00096,R0012,7/12/2025,789.37,78.94,36,UPI,Delivered
O006497,C04967,R0147,5/4/2024,1518.55,151.85,60,UPI,Delivered
O006498,C04844,R0178,3/25/2024,884.72,0,56,Card,Delivered
O006499,C04875,R0157,5/23/2024,1129.21,112.92,55,UPI,Refunded
O006500,C01817,R0002,12/27/2025,333.99,33.4,24,UPI,Delivered
O006501,C03941,R0117,3/19/2024,1235.29,0,52,Cash,Delivered
O006502,C01991,R0151,8/30/2024,1129.66,112.97,34,UPI,Refunded
O006503,C03899,R0021,5/29/2025,1139,113.9,44,UPI,Refunded
O006504,C03762,R0115,4/7/2024,1132.02,0,32,Wallet,Delivered
O006505,C03983,R0133,6/30/2024,995.18,99.52,30,Card,Delivered
O006506,C01250,R0131,3/23/2025,1546.8,0,22,Card,Delivered
O006507,C04981,R0127,2/6/2025,1454.4,0,36,UPI,Cancelled
O006508,C03387,R0168,4/8/2025,1330.04,133,34,UPI,Delivered
O006509,C04297,R0165,6/27/2024,953.83,0,36,Card,Delivered
O006510,C04041,R0077,1/6/2026,635.08,0,33,Wallet,Delivered
O006511,C01630,R0156,6/9/2025,623.86,62.39,40,UPI,Delivered
O006512,C02696,R0189,8/15/2024,1211.22,0,49,Wallet,Cancelled
O006513,C01467,R0046,11/26/2024,846.36,0,20,UPI,Cancelled
O006514,C04737,R0184,2/16/2024,992.54,0,30,Cash,Cancelled
O006515,C04691,R0163,3/26/2024,1267.29,0,48,UPI,Delivered
O006516,C04184,R0055,3/12/2024,1037.6,0,20,UPI,Delivered
O006517,C01008,R0161,3/19/2025,353.78,0,36,UPI,Cancelled
O006518,C00664,R0178,11/30/2025,289.07,0,60,UPI,Delivered
O006519,C01519,R0066,11/29/2025,581.19,0,49,Card,Delivered
O006520,C01126,R0069,1/28/2024,375.55,0,58,Wallet,Cancelled
O006521,C02125,R0124,8/25/2024,1196.95,0,22,Cash,Delivered
O006522,C00842,R0041,9/25/2025,452.45,0,56,UPI,Cancelled
O006523,C02443,R0079,5/4/2024,1232.62,0,20,UPI,Delivered
O006524,C00901,R0100,3/2/2024,687.83,0,26,UPI,Cancelled
O006525,C02223,R0088,1/2/2024,1136.27,113.63,30,Card,Delivered
O006526,C00154,R0133,12/16/2025,334.27,33.43,34,UPI,Delivered
O006527,C02886,R0031,7/9/2024,799.98,0,54,Cash,Delivered
O006528,C02265,R0051,5/3/2025,667.36,66.74,57,Wallet,Delivered
O006529,C04947,R0126,4/22/2026,829.23,0,57,UPI,Refunded
O006530,C03293,R0196,10/5/2024,1166.41,116.64,48,UPI,Delivered
O006531,C00969,R0130,6/27/2025,987.81,98.78,23,Cash,Refunded
O006532,C00551,R0145,3/31/2026,772.09,0,43,Wallet,Delivered
O006533,C02614,R0094,12/27/2025,443.73,0,29,Cash,Delivered
O006534,C02991,R0055,10/31/2024,296.76,0,31,Cash,Cancelled
O006535,C00050,R0048,4/4/2024,1458.59,0,52,Wallet,Delivered
O006536,C04922,R0054,7/23/2025,770.58,0,60,UPI,Delivered
O006537,C03395,R0111,7/16/2024,1402.77,0,34,UPI,Delivered
O006538,C02143,R0190,3/24/2025,1556.05,155.61,54,UPI,Cancelled
O006539,C03341,R0008,12/15/2024,461.89,46.19,30,Wallet,Delivered
O006540,C03944,R0194,2/14/2026,1268.7,0,35,Cash,Cancelled
O006541,C01471,R0068,11/23/2025,1287.1,0,48,UPI,Delivered
O006542,C00750,R0191,11/25/2025,609.83,0,56,UPI,Cancelled
O006543,C00238,R0143,1/26/2025,1155.21,115.52,21,UPI,Delivered
O006544,C01023,R0090,8/9/2025,1008.96,0,20,UPI,Delivered
O006545,C02793,R0170,9/23/2025,1198.33,0,28,UPI,Refunded
O006546,C01451,R0194,3/19/2025,245.25,0,50,Card,Delivered
O006547,C00380,R0143,8/5/2025,596.08,0,34,Wallet,Cancelled
O006548,C01294,R0157,11/24/2025,1417.51,141.75,42,UPI,Cancelled
O006549,C03815,R0194,10/3/2024,1367.14,0,55,UPI,Cancelled
O006550,C01365,R0060,7/17/2024,1180.62,0,35,UPI,Cancelled
O006551,C02802,R0038,1/17/2026,1081.56,0,29,Wallet,Delivered
O006552,C00538,R0082,9/3/2024,665.22,66.52,38,Cash,Cancelled
O006553,C02464,R0159,8/2/2024,1010.1,0,22,UPI,Delivered
O006554,C03316,R0038,8/26/2024,975.63,97.56,26,UPI,Delivered
O006555,C01691,R0130,4/20/2025,642.52,64.25,55,Card,Delivered
O006556,C01005,R0106,6/24/2024,386.74,0,35,UPI,Refunded
O006557,C02943,R0104,5/14/2025,495.04,0,26,UPI,Refunded
O006558,C01844,R0191,4/27/2025,1144.02,114.4,38,UPI,Cancelled
O006559,C00531,R0151,10/31/2024,1128.63,112.86,22,UPI,Delivered
O006560,C01920,R0141,4/15/2024,986.22,0,59,Card,Refunded
O006561,C00520,R0117,8/22/2024,624.3,0,53,Cash,Delivered
O006562,C01135,R0062,12/2/2024,956.67,95.67,27,UPI,Delivered
O006563,C01276,R0148,5/20/2024,545.51,0,40,Cash,Cancelled
O006564,C02818,R0043,8/25/2025,388.12,38.81,22,Cash,Delivered
O006565,C04580,R0055,11/26/2025,1505.41,0,26,UPI,Cancelled
O006566,C03905,R0114,10/6/2025,310.62,31.06,26,Wallet,Delivered
O006567,C00495,R0145,12/21/2025,1303.09,130.31,50,UPI,Delivered
O006568,C03400,R0063,10/1/2025,455.89,0,42,Cash,Delivered
O006569,C03385,R0004,2/25/2024,452.06,45.21,24,UPI,Cancelled
O006570,C00200,R0036,12/6/2025,1011.87,0,28,Cash,Delivered
O006571,C04021,R0181,4/9/2024,368.07,0,20,Wallet,Refunded
O006572,C02081,R0193,3/27/2025,1337.31,0,57,Card,Delivered
O006573,C01553,R0155,7/20/2025,1145.64,0,48,UPI,Delivered
O006574,C04994,R0194,2/26/2025,896.56,0,45,Wallet,Delivered
O006575,C03995,R0193,3/8/2024,511.56,51.16,60,Card,Delivered
O006576,C00021,R0009,6/11/2025,228.37,22.84,40,UPI,Cancelled
O006577,C04308,R0096,8/8/2024,693.89,0,29,UPI,Delivered
O006578,C02127,R0021,11/25/2025,1288.91,0,43,Wallet,Delivered
O006579,C02084,R0073,5/2/2025,294.13,0,42,Cash,Delivered
O006580,C00633,R0118,4/14/2024,704.93,0,58,Wallet,Cancelled
O006581,C00126,R0021,8/27/2025,1245.67,0,50,Cash,Cancelled
